name,lat,lon,alt,rot
0,22.29446015194117,114.1703601313811,6.037721157073975,98.72441864013672
1,22.29417492242018,114.1707761388921,6.141693592071533,222.94442749023438
10,22.29423972536269,114.1713123398843,6.931886196136475,302.5696105957031
100,22.29497538607968,114.1713019079645,6.84862232208252,180.72720336914062
1000,22.30273646577799,114.1731601464747,17.12503623962402,273.5628051757812
1001,22.30195273348953,114.1717011797739,29.42205619812012,181.084716796875
1002,22.30152241846871,114.1714387928741,17.88357353210449,183.7932739257812
1003,22.30416730291236,114.1721847196383,14.4797191619873,183.1808471679688
1004,22.30327936025054,114.1725465703174,16.2054443359375,272.6300048828125
1005,22.30278264889489,114.1718653219891,16.46599960327148,3.3077392578125
1006,22.30228500641196,114.1716622172577,15.90249633789062,282.64208984375
1007,22.30398692078113,114.1722351555993,14.98430442810059,266.3384399414062
1008,22.29931436241341,114.170598161021,20.47591781616211,78.75578308105469
1009,22.3041293701947,114.1713134284324,12.43289279937744,8.177871704101562
101,22.29470060428034,114.170812151735,6.970113754272461,65.43721008300781
1010,22.3029639329617,114.1724181219779,18.35061073303223,8.820785522460938
1011,22.3031464354437,114.1710271401819,15.16115474700928,274.1142883300781
1012,22.3030412525188,114.1727396056048,18.19134902954102,185.00588989257812
1013,22.30132433272637,114.1716334614664,16.4212703704834,94.96183013916016
1014,22.30099971473438,114.1716351849996,19.78828430175781,181.8018188476562
1015,22.30004514453939,114.1711353600652,22.39959144592285,93.79034423828125
1016,22.29976846290286,114.171966103266,12.77408885955811,183.709716796875
1017,22.30328199670177,114.1725990019029,16.18010902404785,274.113037109375
1018,22.30332715720344,114.171165839424,15.52371215820312,174.67861890792847
1019,22.30421373855884,114.1713043571979,12.20001602172852,11.371673583984375
102,22.29487967608793,114.1713002751423,6.763548374176025,176.7147262096405
1020,22.30300638965933,114.1722243608528,15.57431125640869,176.4529163837433
1021,22.30350463006506,114.1709279915145,13.50557708740234,192.64675903320312
1022,22.30058643461692,114.1716910637594,19.85451126098633,142.67942428588867
1023,22.30356099572643,114.1704438590472,11.57933235168457,187.31689453125
1024,22.29990364810671,114.1726828247618,,104.3052978515625
1025,22.29981421829721,114.1721172214311,,12.527114868164062
1026,22.30363966978544,114.1713517090399,13.9152774810791,8.914520263671875
1027,22.30330166854305,114.1719143973032,16.65890502929688,93.64633178710938
1028,22.30065303374958,114.170934976371,24.08221054077148,186.89111328125
1029,22.30393070259965,114.1713312987638,13.13416004180908,9.4498291015625
103,22.29459695685797,114.1721705685403,6.513739109039307,271.4925537109375
1030,22.30392571463793,114.1721323787159,14.63122940063477,195.02786254882812
1031,22.30411041355573,114.1707734175185,11.81565856933594,275.1270751953125
1032,22.29984707415751,114.1708592314924,22.56819152832031,5.5655975341796875
1033,22.30093178639569,114.1707152708311,20.77205276489258,279.8423461914062
1034,22.30397701800999,114.1718851879672,14.86913871765137,89.66216278076172
1035,22.30059703442259,114.1710212438756,23.96340751647949,51.1278076171875
1036,22.30132194995449,114.1715313194291,17.99306869506836,263.3384399414062
1037,22.30407043180879,114.1716604030122,14.50485992431641,184.39120483398438
1038,22.3000074292461,114.172054547662,13.16347026824951,3.733551025390625
1039,22.30385173332176,114.1709105747289,12.76619911193848,186.61831665039062
104,22.29443591534665,114.1727706291253,6.175137996673584,231.01193237304688
1040,22.30223530167049,114.1712011265362,17.93755149841309,273.5120544433594
1041,22.30044010092501,114.1708147823959,24.42084503173828,152.05889320373535
1042,22.30408723137143,114.1724691021849,15.03864288330078,1.7155151367188068
1043,22.29963367200801,114.1718582227938,29.41805076599121,183.36306762695312
1044,22.30042478216627,114.1712389535916,24.0820255279541,3.429901123046875
1045,22.30130806590435,114.1713584217527,18.12202453613281,92.79049682617188
1046,22.30277018608466,114.1724155820386,17.03754806518555,3.9908294677734375
1047,22.30073697583131,114.1717886807994,29.419921875,184.16159057617188
1048,22.30457969248047,114.1731599650508,20.37938690185547,92.76042175292969
1049,22.30441173838503,114.1709011406364,11.60181140899658,177.37134075164795
105,22.29459628953736,114.171115403341,6.564677238464355,273.2518310546875
1050,22.30309834487207,114.1722200973814,15.44770526885986,187.21041870117188
1051,22.3027307013392,114.1730632660854,17.28202819824219,274.0522155761719
1052,22.30270132724471,114.172638552368,17.89615631103516,274.0839538574219
1053,22.29994025743113,114.1733643390607,8.677680969238281,196.4453125
1054,22.29943670224337,114.1708896201579,22.77934265136719,20.300537109375
1055,22.2999053290529,114.1728314130615,,74.01376342773438
1056,22.29991796244394,114.1729285243066,,112.59632110595703
1057,22.30452453154868,114.1721597737922,12.884596824646,183.95278930664062
1058,22.3005368965098,114.1720135457494,14.07523345947266,5.0487823486328125
1059,22.30311623104178,114.1705152497966,13.89437675476074,273.6859130859375
106,22.29463251270288,114.173071793012,6.639515399932861,271.6821899414062
