name,lat,lon,alt,rot,date
2201,22.30127774,114.1749566,13.20789242,233.919281,2023
2250,22.30127415,114.1759303,6.51696682,250.6486206,2021
2269,22.30122232,114.176505,7.127501488,341.0368958,2023
2294,22.30125083,114.1759761,6.7203269,194.9348145,2021
2333,22.30139175,114.1719562,15.49594498,3.705200195,2023
2336,22.30122242,114.1763579,7.054468155,164.2493114,2023
2362,22.30138324,114.1747919,16.59564018,235.1106873,2022
2370,22.30126126,114.1742934,19.97589684,283.6491089,2021
2378,22.30159198,114.1746819,20.97889519,168.7458057,2023
2394,22.30168428,114.1747031,20.99704361,166.7645998,2023
2400,22.30157457,114.176417,6.945763588,81.3806839,2023
2424,22.3014036,114.1755401,8.98931694,0.203887939,2021
2437,22.30139601,114.1764105,7.036241055,164.2853346,2023
2465,22.30130637,114.1765368,7.111894608,340.7599487,2023
2475,22.30130825,114.1758317,6.517412663,251.2903748,2021
2487,22.30127053,114.1755265,9.076759338,3.44960022,2021
2516,22.30217794,114.1760826,7.172364235,67.52393341,2023
2519,22.30201462,114.1764738,6.949409485,65.21588898,2023
2521,22.30134019,114.1755302,9.069127083,354.3481903,2021
2541,22.30210553,114.1762584,7.053664684,65.80500031,2023
2556,22.30130107,114.1719621,15.34924412,3.559310913,2023
2571,22.30206874,114.1763454,7.042469025,65.84778595,2023
2575,22.30188291,114.1762565,5.901255131,335.9041138,2021
2588,22.30136794,114.1756399,6.67239809,246.3393555,2021
2594,22.3012801,114.1743895,19.51458931,276.0187988,2021
2611,22.30184812,114.1747775,20.93835831,336.6932068,2023
2623,22.30176103,114.1719315,15.86683083,3.751403809,2023
2628,22.30179289,114.1753425,10.01724911,160.9803944,2023
2636,22.30191698,114.1748161,20.96393013,132.2695389,2023
2654,22.3022463,114.1759061,7.35607481,67.98066711,2023
2663,22.30134063,114.175737,6.631819725,255.0270386,2021
2665,22.30148551,114.1719497,15.61336041,3.632369995,2023
2666,22.30123214,114.1761476,6.488915443,75.96521759,2021
2671,22.30185784,114.1719246,15.94172764,4.435714722,2023
2677,22.30136339,114.1751749,10.87642956,158.7910919,2023
2678,22.30228771,114.1753543,9.365626335,202.2563477,2023
2681,22.30156826,114.176463,7.019718647,164.2599764,2023
2692,22.30241048,114.1752993,9.390338898,203.0715637,2023
2694,22.30152036,114.1718393,15.69792938,183.9636536,2023
2699,22.30142929,114.171845,15.59202194,183.8504639,2023
2701,22.3019523,114.1719168,16.01258087,4.259613037,2023
2702,22.30170177,114.1718267,15.86176682,183.7373352,2023
2709,22.3015372,114.1752456,10.5302515,160.1599102,2023
2710,22.30166657,114.1719376,15.78782558,3.598968506,2023
2712,22.30242633,114.1718845,16.34236526,3.096588135,2023
2713,22.30134345,114.1748709,15.27896118,57.32455444,2023
2719,22.30187841,114.175372,9.82678318,163.0809555,2023
2736,22.30272149,114.1747432,16.10137749,317.3125763,2021
2746,22.30270716,114.1727275,17.77079773,274.2131042,2023
2749,22.30200111,114.1759042,6.097203732,249.0307617,2021
2750,22.3027307,114.1730633,17.2820282,274.0522156,2023
2752,22.30248972,114.1753314,9.355005264,40.29957581,2023
2755,22.30268319,114.1723403,17.42317009,274.3101196,2023
